tid,name,pos,hgt,weight,imgURL,born/year,born/loc,contract/amount,contract/exp,draft/round,draft/pick,draft/tid,draft/originalTid,draft/year,college,ratings/0/hgt,ratings/0/stre,ratings/0/spd,ratings/0/jmp,ratings/0/endu,ratings/0/ins,ratings/0/dnk,ratings/0/ft,ratings/0/fg,ratings/0/tp,ratings/0/blk,ratings/0/stl,ratings/0/drb,ratings/0/pss,ratings/0/reb,ratings/0/pot,skills/0,skills/1,awards/0/season,awards/0/type,awards/1/season,awards/1/type,skills/2,injury/type,injury/gamesRemaining,firstName,lastName
-5,Ryan Bowen,GF,79,215,http://a.espncdn.com/i/headshots/nba/players/65/84.jpg,1975,"Fort Madison, IA",,,0,0,-1,,1998,Iowa,57,36,45,33,54,45,47,65,65,77,55,55,45,55,55,52,,,,,,,,,,,
-5,J.R. Henderson,SF,80,226,http://www.thedraftreview.com/history/drafted1998/images/jr-henderson.jpg,1976,"Bakersfield, CA",,,0,0,-1,,1998,UCLA,65,44,54,65,45,35,54,65,45,45,45,65,45,65,44,52,,,,,,,,,,,
-5,Torraye Braggs,PF,80,245,http://a.espncdn.com/i/headshots/nba/players/65/89.jpg,1976,"Fresno, CA",,,0,0,-1,,1998,Xavier,64,76,45,65,56,45,65,35,64,0,56,65,26,44,65,52,,,,,,,,,,,
-5,Maceo Baston,PF,81,215,http://www.thedraftreview.com/history/drafted1998/images/maceo-baston.jpg,1975,"Corsicana, TX",,,0,0,-1,,1998,Michigan,71,65,65,56,65,54,65,65,45,25,55,45,35,33,65,52,,,,,,,,,,,
-5,Anthony Carter,PG,73,190,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Carter_Anthony_DEN.jpg,1975,"Milwaukee, WI",,,0,0,-1,,1998,Hawaii,14,35,66,56,45,66,45,34,54,55,45,65,72,66,35,56,,,,,,,,,,,
-5,Brad Miller,C,84,261,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/MILLER_BRAD_min_12.jpg,1976,"Fort Wayne, IN",,,0,0,-1,,1998,Purdue,92,76,55,56,55,54,65,65,45,45,55,45,35,63,65,58,,,,,,,,,,,
-5,Earl Boykins,G,65,135,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Boykins_Earl_cha.jpg,1976,"Cleveland, OH",,,0,0,-1,,1998,Eastern Michigan,0,45,86,56,45,43,65,34,54,55,45,65,75,55,65,58,,,,,,,,,,,
-5,Mike James,G,74,188,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/James_Mike_chi_1314.jpg,1975,"Copiague, NY",,,0,0,-1,,1998,Duquesne,22,61,70,56,48,45,57,34,54,55,45,65,75,72,45,56,,,,,,,,,,,
-5,Zendon Hamilton,C,83,250,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hamilton_Zendon_cle.jpg,1975,"Floral Park, NY",,,0,0,-1,,1998,St. John's,86,76,43,44,55,54,65,65,45,20,55,45,35,44,65,54,,,,,,,,,,,
-5,Slava Medvedenko,F,82,250,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Medvedenko_Slava_atl.jpg,1979,"Karapyshi, Ukraine",,,0,0,-1,,1998,Ukraine,79,66,58,56,35,54,65,65,45,45,55,45,35,63,65,56,,,,,,,,,,,
-5,Peter Cornell,FC,83,245,http://a.espncdn.com/i/headshots/nba/players/65/1033.jpg,1976,"Piedmont, CA",,,0,0,-1,,1998,Loyola Marymount,86,76,45,56,35,54,65,65,45,45,55,45,35,33,65,49,,,,,,,,,,,
-5,Steve Goodrich,PF,82,220,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Goodrich_Steve_nba.jpg,1976,"Philadelphia, PA",,,0,0,-1,,1998,Princeton,78,71,32,35,35,54,55,35,45,35,45,45,35,33,60,48,,,,,,,,,,,
-5,Gerald Brown,G,76,210,http://assets.espn.go.com/i/nba/profiles/players/3316.jpg,1975,"Los Angeles, CA",,,0,0,-1,,1998,Pepperdine,36,45,66,56,45,26,55,34,54,55,45,65,68,65,35,54,,,,,,,,,,,
-5,Tyrone Nesby,SF,78,225,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Nesby_Tyrone_nba.jpg,1976,"Cairo, IL",,,0,0,-1,,1998,UNLV,50,56,77,80,55,44,65,65,35,45,55,45,35,53,65,55,,,,,,,,,,,
-5,Sarunas Jasikevicius,PG,76,202,https://www.basketnews.lt/paveikslelis-25361-vbg.jpg,1976,"Kaunas, Lithuania",,,0,0,-1,,1998,Maryland,35,24,60,47,55,44,55,85,72,66,35,69,83,76,33,56,,,,,,,,,,,
-5,Daniel Santiago,C,84,256,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Santiago_Daniel_mil.jpg,1976,"Lubbock, TX",,,0,0,-1,,1998,Saint Vincent,89,65,38,41,45,66,45,34,54,0,45,65,33,35,69,56,,,,,,,,,,,
